bare,4096,8.1367e-08
bare,4096,5.2214e-08
bare,4096,6.5491e-08
bare,4096,7.6401e-08
bare,4096,5.5121e-08
bare,4096,1.67503e-07
bare,4096,1.56243e-07
bare,4096,4.6514e-08
bare,4096,1.55513e-07
bare,4096,4.7107e-08
bare,4096,4.4911e-08
bare,4096,8.1519e-08
bare,4096,4.3316e-08
bare,4096,1.56536e-07
bare,4096,1.55553e-07
bare,4096,5.6057e-08
bare,4096,1.55332e-07
bare,4096,9.504e-08
bare,4096,1.1918e-07
bare,4096,1.60999e-07
bare,4096,4.4752e-08
bare,4096,6.3515e-08
bare,4096,5.5885e-08
bare,4096,3.7474e-08
bare,4096,4.9283e-08
bare,4096,5.349e-08
bare,4096,1.56421e-07
bare,4096,5.6238e-08
bare,4096,5.1036e-08
bare,4096,1.16943e-07
bare,4096,5.4045e-08
bare,4096,1.20102e-07
bare,4096,6.3021e-08
bare,4096,3.815e-08
bare,4096,6.2404e-08
bare,4096,7.8772e-08
bare,4096,5.8334e-08
bare,4096,5.9878e-08
bare,4096,1.67292e-07
bare,4096,7.382e-08
bare,4096,4.4972e-08
bare,4096,6.8047e-08
bare,4096,9.0316e-08
bare,4096,1.5632e-07
bare,4096,1.55707e-07
bare,4096,3.9244e-08
bare,4096,1.40278e-07
bare,4096,3.6439e-08
bare,4096,5.8323e-08
bare,4096,5.6838e-08
bare,4096,4.186e-08
bare,4096,5.4606e-08
bare,4096,1.54296e-07
bare,4096,4.5692e-08
bare,4096,1.63798e-07
bare,4096,4.4011e-08
bare,4096,5.0075e-08
bare,4096,7.3084e-08
bare,4096,4.6105e-08
bare,4096,1.57139e-07
bare,4096,4.9429e-08
bare,4096,4.3423e-08
bare,4096,3.8156e-08
bare,4096,1.02237e-07
bare,4096,1.11798e-07
bare,4096,8.5655e-08
bare,4096,5.6888e-08
bare,4096,1.38636e-07
bare,4096,4.2594e-08
bare,4096,6.5972e-08
bare,4096,5.9198e-08
bare,4096,7.0583e-08
bare,4096,1.6302e-07
bare,4096,7.1241e-08
bare,4096,4.5112e-08
bare,4096,1.34064e-07
bare,4096,4.3329e-08
bare,4096,1.63321e-07
bare,4096,8.9809e-08
bare,4096,8.0483e-08
bare,4096,1.3877e-07
bare,4096,4.337e-08
bare,4096,1.70132e-07
bare,4096,1.57741e-07
bare,4096,4.8759e-08
bare,4096,3.5482e-08
bare,4096,5.8449e-08
bare,4096,5.3758e-08
bare,4096,1.04255e-07
bare,4096,7.3764e-08
bare,4096,4.6557e-08
bare,4096,1.56751e-07
bare,4096,3.9462e-08
bare,4096,6.2688e-08
